1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, x
2, 1, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, x
3, 1, 3, 1, 0, 0, 2, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 3, 0, x
4, 1, 4, 1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 1, 2, 0, 0, 2, 0, x
5, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, x
6, 1, 2, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, x
7, 1, 3, 2, 0, 2, 0, 0, 0, 1, 0, 1, 1, 0, 3, 0, 0, 0, 0, x
8, 1, 4, 2, 0, 1, 0, 1, 0, 0, 2, 0, 0, 1, 2, 0, 2, 0, 0, x
9, 1, 1, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, x
10, 1, 2, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, x
11, 1, 3, 3, 0, 0, 0, 2, 0, 1, 1, 1, 0, 0, 0, 3, 0, 0, 0, x
12, 1, 4, 3, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 2, 0, 2, 0, x
13, 1, 1, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, x
14, 1, 2, 4, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, x
15, 1, 3, 4, 2, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 3, 0, 0, x
16, 1, 4, 4, 1, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 2, 2, 0, 0, x
17, 2, 5, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, x
18, 2, 6, 1, 0, 0, 1, 1, 0, 0, 3, 0, 0, 0, 0, 0, 2, 3, 0, x
19, 2, 7, 1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 5, 0, x
20, 2, 8, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 3, 0, 0, 3, 0, x
21, 2, 5, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, x
22, 2, 6, 2, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 3, 2, 0, 0, 0, x
23, 2, 7, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2, 5, 0, 0, 0, 0, x
24, 2, 8, 2, 0, 0, 1, 0, 0, 0, 2, 0, 0, 1, 3, 3, 0, 0, 0, x
25, 2, 5, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, x
26, 2, 6, 3, 0, 1, 0, 1, 0, 3, 0, 0, 0, 0, 0, 3, 0, 2, 0, x
27, 2, 7, 3, 0, 0, 0, 2, 0, 0, 0, 2, 0, 2, 0, 5, 0, 0, 0, x
28, 2, 8, 3, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 3, 3, 0, 0, x
29, 2, 5, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, x
30, 2, 6, 4, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 2, 0, 3, 0, 0, x
31, 2, 7, 4, 0, 2, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 5, 0, 0, x
32, 2, 8, 4, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 3, 3, 0, x
33, 3, 9, 1, 2, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 6, 0, x
34, 3, 10, 1, 1, 0, 1, 0, 0, 0, 2, 0, 2, 1, 0, 0, 2, 5, 0, x
35, 3, 11, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 7, 0, x
36, 3, 12, 1, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 4, 0, 0, 4, 0, x
37, 3, 9, 2, 0, 0, 2, 0, 0, 0, 0, 0, 3, 2, 6, 0, 0, 0, 0, x
38, 3, 10, 2, 1, 0, 0, 1, 0, 0, 2, 2, 0, 1, 5, 2, 0, 0, 0, x
39, 3, 11, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3, 7, 0, 0, 0, 0, x
40, 3, 12, 2, 0, 0, 1, 0, 0, 1, 0, 0, 3, 0, 4, 4, 0, 0, 0, x
41, 3, 9, 3, 0, 0, 0, 2, 0, 0, 0, 3, 0, 2, 0, 6, 0, 0, 0, x
42, 3, 10, 3, 0, 1, 1, 0, 0, 2, 0, 0, 2, 1, 0, 5, 2, 0, 0, x
43, 3, 11, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 0, 7, 0, 0, 0, x
44, 3, 12, 3, 0, 0, 0, 1, 0, 0, 1, 3, 0, 0, 0, 4, 4, 0, 0, x
45, 3, 9, 4, 0, 2, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 6, 0, 0, x
46, 3, 10, 4, 0, 1, 0, 1, 0, 2, 0, 2, 0, 1, 2, 0, 5, 0, 0, x
47, 3, 11, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 7, 0, 0, x
48, 3, 12, 4, 1, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 4, 4, 0, x

id, lvl, winPoints, color(1=green, 2=blue, 3=yellow, 4=violet), sc input, sc output, sc cost
